시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
09,광명시,시도,,오리로,03,경기도 광명시 오리로 982,경기도 광명시 광명동 158-961,37.47960223,126.8542997,03,02,Y,28,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,75+3+12+3+47,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,오리로,03,경기도 광명시 오리로 864,경기도 광명시 철산동 523,37.47529182,126.8665944,03,02,Y,32,01,04,04,녹색+황색+적색/녹색화살표+황색,142+3+32+3,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,오리로,03,경기도 광명시 디지털로 19-1,경기도 광명시 철산동 632-1,37.47385094,126.8697559,03,02,Y,34,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,93+3+50+3+31,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,오리로,03,,경기도 광명시 소하동 319-10,37.44063638,126.8790618,03,01,Y,51,01,03,03,녹색+황색+적색,129+3+28,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,오리로,03,,경기도 광명시 소하동 1271-1,37.43500391,126.8794599,03,01,Y,54-1,01,03,03,녹색+황색+적색,282+3+38,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,오리로,03,,경기도 광명시 소하동 1052-2,37.42887061,126.8811312,03,02,Y,58,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,86+3+20+3+38,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,기아로,03,,경기도 광명시 소하동 1271-1,37.43500391,126.8794599,03,02,Y,75,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,32+3+12+3+20,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,금당로,03,경기도 광명시 하안로 289-1,경기도 광명시 하안동 713,37.46163594,126.8804142,03,02,Y,79,01,03,05,적색+녹색+황색+적색+황색,30+33+3+11+3,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,범안로,03,,경기도 광명시 하안동 360-12,37.45156015,126.8644059,03,01,Y,91,01,03,03,녹색+황색+적색,147+3+30,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,안현로,03,경기도 광명시 하안로 317,경기도 광명시 하안동 711-8번지,37.46374088,126.8786439,03,02,Y,95,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,20+3+7+3+57,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,가마산로,03,,경기도 광명시 철산동 478,37.4844669,126.8682943,03,01,Y,132-1,01,03,03,적색+녹색+황색,25+132+3,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,모세로,03,,경기도 광명시 철산동 508,37.47913542,126.8684311,03,01,Y,134-1,01,03,03,적색+녹색+황색,24+133+3,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,도덕공원로,03,,경기도 광명시 철산동 523-3,37.47203271,126.8655843,03,02,Y,138,01,03,03,녹색+황색+적색,59+3+28,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,도덕로,03,,경기도 광명시 광명동 771,37.46933205,126.8539937,03,02,Y,155,01,03,03,녹색+황색+적색,66+3+21,02,02,01,Y,23:00,05:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,도덕로,03,,경기도 광명시 광명동 766,37.46813008,126.8505797,03,02,Y,158-1,01,03,03,녹색+황색+적색,120+3+57,02,02,01,Y,00:00,05:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,광남로,03,,경기도 광명시 옥길동 30-16,37.46770349,126.8418441,03,02,Y,162,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,97+3+27+3+30,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,금하로,03,,경기도 광명시 노온사동 산 33-13,37.45388797,126.8486991,03,02,Y,174,01,04,04,녹색+황색+녹색/녹색화살표+황색,144+3+10+3,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,금하로,03,,경기도 광명시 소하동 186-13,37.4484296,126.8771288,03,01,Y,179,01,03,01,녹색/황색/적색,0,02,02,01,Y,00:00,23:59,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,금하로,03,,경기도 광명시 소하동 1357,37.45004987,126.8877858,03,02,Y,183,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,112+3+22+3+40,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1360,37.44685981,126.8836925,03,02,Y,204,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,110+3+12+3+52,02,02,01,Y,00:00,05:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1360-1,37.44540586,126.8915111,03,02,Y,209,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,48+3+12+3+74,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,일직로,03,,경기도 광명시 일직동 530,37.42275633,126.8833717,03,02,Y,227,01,04,05,녹색/녹색화살표+황색+녹색+황색+적색,22+3+22+3+70,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,덕안로,03,,경기도 광명시 일직동 544,37.41869125,126.8836535,03,02,Y,232,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,99+3+17+3+38,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,새빛공원로,03,,경기도 광명시 일직동 293,37.41602086,126.8884085,03,02,Y,252,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,57+3+27+3+30,02,02,01,Y,01:00,06:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,새빛공원로,03,,경기도 광명시 일직동 286-3,37.41730928,126.8885901,03,02,Y,257,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,49+3+7+3+38,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,양지로,03,,경기도 광명시 일직동 532,37.42031807,126.8825954,03,02,Y,262-1,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,59+3+15+3+60,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,하안로,03,,경기도 광명시 철산동 634-2,37.47052862,126.8732592,03,02,Y,106,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,38+3+28+3+18,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,하안로,03,경기도 광명시 디지털로 48,경기도 광명시 철산동 634-5번지,37.47386049,126.8727286,03,02,Y,110,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,38+3+28+3+18,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,디지털로,03,경기도 광명시 디지털로 19-1,경기도 광명시 철산동 632-1,37.47385094,126.8697559,03,02,Y,115,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,76+3+12+3+66,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,한내일로,03,,경기도 광명시 소하동 1295,37.45580514,126.8832503,03,02,Y,194,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,42+3+12+3+30,02,02,01,Y,11:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,한내로,03,,경기도 광명시 소하동 1300,37.45495714,126.8834571,03,02,Y,195,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,53+3+10+3+81,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,한내일로,03,,경기도 광명시 소하동 1304,37.454159,126.8842295,03,01,Y,196,01,03,03,녹색+황색+적색,47+3+25,02,02,01,Y,20:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,한내일로,03,,경기도 광명시 소하동 1304,37.454159,126.8842295,03,01,Y,197,01,03,03,녹색+황색+적색,47+3+25,02,02,01,Y,20:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1306-1,37.45093043,126.8836929,03,02,Y,198,01,04,99,녹색+황색+적색+황색+적색/녹색화살표+황색+적색,65+3+15+3+10+3+51,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1306,37.45326219,126.8863781,03,02,Y,199,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,69+3+10+3+65,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1306-1,37.45093043,126.8836929,03,02,Y,200,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,66+3+10+3+68,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1306-1,37.45093043,126.8836929,03,02,Y,201,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,100+3+15+3+59,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1360,37.44685981,126.8836925,03,02,Y,202,01,04,03,녹색/녹색화살표+황색+적색,82+3+95,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1360,37.44685981,126.8836925,03,01,Y,203,01,03,03,녹색+황색+적색,141+3+36,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1359,37.44747047,126.8817982,03,02,Y,205,01,04,01,녹색/황색/적색/녹색화살표/황색/적색,0,02,02,01,Y,00:00,23:59,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1360,37.44685981,126.8836925,03,02,Y,206,01,03,03,녹색+황색+적색,144+3+33,02,02,01,Y,23:00,06:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1361,37.44703677,126.8852353,03,02,Y,207,01,03,01,녹색/황색/적색,0,02,02,01,Y,00:00,23:59,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1360,37.44685981,126.8836925,03,01,Y,208,01,03,01,녹색/황색/적색,0,02,02,01,Y,00:00,23:59,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1360-1,37.44540586,126.8915111,03,02,Y,210,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,50+3+12+3+72,02,02,01,Y,00:00,06:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하로,03,,경기도 광명시 소하동 1362,37.44636019,126.8939116,03,02,Y,211,01,03,03,녹색+황색+적색,57+3+30,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하일로,03,,경기도 광명시 소하동 1332,37.44751272,126.8882059,03,02,Y,212,01,03,03,녹색+황색+적색,117+3+60,02,02,01,Y,20:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하일로,03,,경기도 광명시 소하동 1332,37.44751272,126.8882059,03,01,Y,213,01,03,03,녹색+황색+적색,59+3+28,02,02,01,Y,20:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하일로,03,,경기도 광명시 소하동 1332,37.44751272,126.8882059,03,02,Y,214,01,03,03,녹색+황색+적색,41+3+46,02,02,01,Y,20:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하일로,03,,경기도 광명시 소하동 1332,37.44751272,126.8882059,03,02,Y,215,01,03,03,녹색+황색+적색,41+3+46,02,02,01,Y,20:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,소하일로,03,,경기도 광명시 소하동 1332,37.44751272,126.8882059,03,02,Y,216,01,03,03,녹색+황색+적색,37+3+50,02,02,01,Y,20:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,신촌로,03,,경기도 광명시 소하동 1368,37.44852434,126.8925422,03,02,Y,217,01,03,03,녹색+황색+적색,62+3+25,02,02,01,Y,00:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,금하로,03,경기도 광명시 신촌로 49,경기도 광명시 소하동 1363번지 신촌휴먼시아1단지아파트,37.44880738,126.8925668,03,02,Y,218,01,04,01,녹색/황색/적색/녹색화살표/황색/적색,0,02,02,01,Y,00:00,23:59,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,신촌로,03,,경기도 광명시 소하동 1368,37.44852434,126.8925422,03,02,Y,219,01,03,03,녹색+황색+적색,37+3+50,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,신촌로,03,,경기도 광명시 소하동 1333,37.44759672,126.8904016,03,02,Y,220,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,49+3+10+3+55,02,02,01,Y,19:00,07:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,성채안로,03,,경기도 광명시 소하동 1401,37.43231058,126.8867244,03,02,Y,221,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,107+3+12+3+35,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,성채안로,03,,경기도 광명시 소하동 1402,37.43177531,126.8813543,03,02,Y,222,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,74+3+10+3+70,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,성채안로,03,,경기도 광명시 소하동 1400,37.43402025,126.8852956,03,02,Y,223,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,23+3+7+3+44,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,성채안로,03,,경기도 광명시 소하동 1402,37.43177531,126.8813543,03,02,Y,224,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,87+3+10+3+57,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,성채안로,03,,경기도 광명시 소하동 1402,37.43177531,126.8813543,03,02,Y,225,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,74+3+7+3+73,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,성채안로,03,,경기도 광명시 소하동 1406,37.43118514,126.8764989,03,02,Y,226,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,47+3+12+3+35,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,일직로,03,,경기도 광명시 일직동 536,37.42180836,126.8862157,03,02,Y,228,01,04,03,녹색/녹색화살표+황색+적색,40+3+117,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,일직로,03,,경기도 광명시 일직동 538,37.42071007,126.8882435,03,02,Y,229,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,91+3+30+3+33,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,일직로,03,,경기도 광명시 일직동 516-4,37.42049366,126.8908436,03,02,Y,230,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,88+3+10+3+56,02,02,01,Y,23:00,05:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,일직로,03,,경기도 광명시 일직동 516-4,37.42049366,126.8908436,03,02,Y,231,01,04,99,녹색+황색+적색+황색+녹색/녹색화살표+황색,63+3+73+3+15+3,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,덕안로,03,,경기도 광명시 일직동 544,37.41869125,126.8836535,03,02,Y,233,01,03,03,녹색+황색+적색,112+3+45,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,덕안로,03,,경기도 광명시 일직동 544,37.41869125,126.8836535,03,02,Y,234,01,04,05,녹색+황색+녹색/녹색화살표+황색+적색,103+3+12+3+39,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,덕안로,03,,경기도 광명시 일직동 544,37.41869125,126.8836535,03,02,Y,236,01,03,03,녹색+황색+적색,117+3+40,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,덕안로,03,,경기도 광명시 일직동 544,37.41869125,126.8836535,03,02,Y,237,01,03,03,녹색+황색+적색,129+3+30,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,덕안로,03,,경기도 광명시 일직동 544,37.41869125,126.8836535,03,02,Y,238,01,04,05,녹색+황색+적색+녹색화살표+황색,97+3+25+32+3,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,덕안로,03,,경기도 광명시 일직동 544,37.41869125,126.8836535,03,02,Y,239,01,03,04,녹색+황색+적색+녹색,97+3+33+25,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,서독로,03,,경기도 광명시 일직동 543,37.4150008,126.8813144,03,02,Y,240,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,42+4+16+4+94,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,서독로,03,,경기도 광명시 일직동 543,37.4150008,126.8813144,03,02,Y,241,01,04,04,녹색+황색+녹색/녹색화살표+황색,47+3+27+3,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,광명역로,03,,경기도 광명시 일직동 308-14,37.41603581,126.8834575,03,02,Y,242,01,03,03,녹색+황색+적색,47+3+40,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,광명역로,03,,경기도 광명시 일직동 539,37.41726832,126.8864691,03,02,Y,244,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,67+3+17+3+70,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,광명역로,03,,경기도 광명시 일직동 539,37.41726832,126.8864691,03,02,Y,245,01,03,03,녹색+황색+적색,62+3+55,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,광명역로,03,,경기도 광명시 일직동 539,37.41726832,126.8864691,03,02,Y,246,01,03,03,녹색+황색+적색,62+3+55,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,광명역로,03,,경기도 광명시 일직동 540,37.41347225,126.8856344,03,02,Y,247,01,04,03,녹색/녹색화살표+황색+적색,72+3+125,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,광명역로,03,,경기도 광명시 일직동 539,37.41726832,126.8864691,03,02,Y,248,01,04,05,녹색/녹색화살표+황색+녹색+황색+적색,12+3+52+3+50,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,금하로,03,,경기도 광명시 하안동 494,37.45262304,126.862699,03,02,Y,250,01,03,03,녹색+황색+적색,87+3+70,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,광명역로,03,,경기도 광명시 일직동 518-1,37.41583079,126.8867717,03,02,Y,251,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,47+3+17+3+50,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,새빛공원로,03,,경기도 광명시 일직동 424,37.4137526,126.8873695,03,02,Y,253,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,27+3+22+3+25,02,02,01,Y,01:00,06:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,양달로,03,,경기도 광명시 일직동 533-4,37.41327865,126.8815894,03,02,Y,254,01,03,03,녹색+황색+적색,37+3+50,02,02,01,Y,07:00,08:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,양달로,03,,경기도 광명시 일직동 533,37.4138637,126.8809956,03,02,Y,255,01,04,05,녹색+황색+적색/녹색화살표+황색+적색,17+3+22+3+75,02,02,01,N,00:00,00:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
09,광명시,시도,,일직로,03,,경기도 광명시 일직동 516-4,37.42049366,126.8908436,03,02,Y,256,01,03,03,녹색+황색+적색,125+3+32,02,02,01,Y,23:00,05:00,N,N,N,,경기도 광명시 도시교통과,02-2680-2585,2022-12-08
